51	21
103	10
130	18
164	11
200	15
254	29
287	13
315	12
369	18
408	13
445	18
28	68
68	46
85	52
131	52
180	61
215	60
249	65
278	49
336	63
358	51
401	64
434	60
472	52
15	93
57	85
106	87
128	103
174	103
204	90
245	104
289	101
325	107
366	103
392	88
434	97
481	106
12	132
58	124
104	129
125	139
183	137
204	130
253	138
291	143
328	137
366	141
413	124
436	134
473	132
25	169
55	183
104	179
137	173
175	174
206	164
247	167
293	173
333	176
372	166
396	178
443	176
491	170
17	208
57	210
104	216
125	203
183	212
205	203
249	204
278	215
321	202
362	210
401	207
439	200
485	206
22	238
49	248
93	240
141	238
163	249
201	241
245	259
280	241
328	258
363	251
409	251
446	240
478	240
8	279
68	292
86	285
146	282
173	296
209	292
255	296
286	281
329	299
354	298
396	285
434	281
480	289
27	333
52	318
101	327
138	315
184	322
211	318
239	331
297	334
330	325
364	326
411	331
434	320
480	332
9	371
67	355
95	372
144	363
170	361
212	373
259	376
280	362
320	363
364	360
412	374
440	359
482	370
10	408
67	409
106	406
123	404
183	415
209	406
253	396
295	394
324	409
374	393
404	407
443	393
491	401
13	451
67	444
98	449
128	435
168	448
208	434
259	448
298	431
324	452
354	443
406	431
432	439
488	433
50	490
89	470
138	481
167	470
201	479
238	472
298	473
334	489
362	484
395	484
446	489
498	311
33	367
56	245
387	318
340	200
465	462
40	430
481	65
149	78
115	274
