69	34
122	21
166	35
235	22
274	28
319	35
426	29
28	71
68	84
120	83
183	78
234	82
266	67
315	74
381	83
417	83
485	78
23	114
83	133
132	114
182	128
221	132
275	134
319	116
384	130
429	116
464	122
15	179
74	169
125	181
183	185
228	172
275	185
322	184
383	182
414	180
465	168
32	227
75	215
128	214
169	214
235	220
268	229
327	231
384	219
423	217
474	216
30	282
68	274
122	271
179	277
232	273
265	267
321	274
383	273
429	264
467	273
30	325
72	327
131	334
171	330
233	316
270	329
330	334
383	318
433	322
478	317
20	364
73	382
127	381
174	379
222	368
274	384
334	364
366	384
415	367
476	369
19	427
75	427
133	416
180	417
225	416
266	425
330	425
369	416
417	434
471	427
80	466
119	485
164	470
215	481
271	480
327	477
380	464
53	446
40	37
455	62
439	382
295	436
348	85
