13	7
44	19
55	8
93	18
117	17
142	15
166	6
188	13
210	9
235	6
264	16
285	6
307	9
342	13
366	8
391	9
406	13
432	15
467	18
494	11
18	32
35	41
67	41
85	35
116	32
138	37
168	44
187	44
214	37
231	39
256	37
280	40
318	37
330	33
361	31
386	39
407	43
443	33
466	42
487	39
7	67
36	65
65	59
89	67
107	56
134	64
160	58
181	61
216	58
242	68
259	63
291	59
306	56
341	65
356	65
391	65
406	55
434	58
458	60
491	66
13	80
43	94
59	91
88	82
106	90
131	90
166	92
188	94
219	92
232	84
256	80
294	94
318	87
331	84
356	81
394	90
406	94
430	91
461	84
491	94
7	118
39	105
63	111
83	118
115	107
136	112
163	118
194	116
219	114
242	111
255	105
289	111
315	111
341	106
368	119
386	108
412	119
443	109
460	105
493	113
5	130
36	144
59	139
86	130
117	135
135	135
156	130
192	141
211	141
240	132
257	137
283	134
305	137
335	136
367	134
384	144
412	136
430	142
469	131
481	144
15	165
32	161
67	162
92	161
111	166
138	157
167	157
193	160
215	166
238	168
264	168
287	157
306	167
337	169
365	159
391	166
406	162
442	155
456	166
489	165
13	189
42	188
61	190
88	181
119	181
135	184
161	181
180	183
218	187
236	185
268	193
281	188
310	190
331	180
363	192
389	182
409	180
434	193
459	181
485	191
10	219
34	210
61	211
80	215
105	217
142	209
159	216
191	216
212	205
234	207
255	210
288	216
314	217
341	209
368	212
382	219
419	206
438	211
458	212
484	214
5	240
41	233
59	234
91	243
107	238
138	234
162	232
194	230
217	239
242	237
268	231
293	237
306	231
341	240
358	242
391	233
417	243
435	238
469	242
487	234
13	266
35	258
60	264
89	269
112	269
140	268
167	266
192	258
209	262
232	265
256	264
285	268
312	269
335	264
364	268
390	256
419	263
437	256
457	264
490	259
5	281
35	292
62	284
81	294
116	289
137	293
156	283
189	293
218	289
231	286
264	291
284	291
308	285
342	281
365	291
384	282
405	280
438	280
463	283
486	280
13	313
31	315
63	315
86	311
111	305
140	317
157	316
187	319
212	309
231	319
257	311
293	310
313	313
333	312
360	305
381	310
419	318
433	313
465	318
491	314
14	341
34	342
62	343
92	338
113	330
141	334
169	339
185	330
216	333
231	337
257	331
289	336
316	330
341	342
366	339
388	338
407	343
441	334
455	334
481	330
15	355
37	357
64	356
93	361
107	369
132	369
162	357
188	365
207	358
231	359
266	364
284	358
315	355
337	367
359	365
382	355
411	366
436	356
468	369
485	363
18	384
36	392
61	391
86	386
115	386
132	387
168	391
184	386
218	386
235	387
269	391
290	383
317	381
340	385
359	386
385	388
418	389
441	392
467	394
488	388
11	408
44	405
68	416
92	411
116	405
131	419
157	411
184	414
207	414
243	409
265	405
282	405
307	406
342	413
364	406
389	409
418	409
435	407
459	419
483	418
13	436
39	440
62	434
86	444
113	434
141	431
164	438
187	438
217	436
239	443
263	435
285	441
310	436
337	441
358	430
385	434
405	433
436	437
461	430
489	443
6	458
37	463
63	463
90	456
114	460
131	468
159	460
192	467
209	467
244	457
261	465
280	461
315	458
337	463
356	457
380	462
408	469
434	461
458	455
493	466
6	483
35	481
58	485
94	494
115	482
140	489
168	484
191	494
212	489
242	484
264	494
284	488
318	482
332	482
363	493
389	491
408	487
438	490
455	485
480	490
