17	23
56	19
85	12
120	16
140	13
188	11
224	12
257	11
280	24
306	24
359	22
388	23
407	9
458	17
484	8
21	43
56	54
78	42
119	59
154	45
180	53
222	41
246	51
283	47
308	43
341	50
381	44
424	50
458	54
477	53
18	74
55	84
83	90
115	73
159	88
177	91
210	75
248	80
273	91
323	77
340	86
392	88
408	74
446	84
478	79
8	117
41	126
74	119
112	122
141	125
191	112
210	122
246	110
273	126
309	108
353	126
389	120
406	117
451	123
488	120
20	158
49	142
89	148
107	144
145	150
185	152
209	141
254	151
284	145
321	155
350	141
377	144
424	145
443	147
486	149
10	177
43	185
84	175
112	189
147	188
192	175
223	182
247	183
284	185
322	178
346	188
392	189
414	186
459	183
484	177
7	215
57	217
82	207
124	207
159	206
193	225
214	221
243	219
280	208
324	220
355	211
387	224
425	224
452	213
487	216
23	241
44	241
73	258
118	247
141	256
188	246
212	251
255	257
281	250
317	246
342	246
379	245
420	246
457	243
475	240
14	274
45	280
75	291
117	292
152	283
183	288
219	284
250	284
284	277
309	289
358	281
392	279
425	280
454	284
478	291
17	323
54	318
92	326
112	314
154	314
173	322
220	325
256	321
285	317
322	321
352	315
390	307
409	320
447	309
492	324
10	351
45	352
77	355
124	358
152	353
192	342
208	343
247	346
284	340
317	344
359	348
375	340
411	355
454	349
490	359
26	389
49	380
85	376
120	381
150	392
186	391
208	392
250	386
291	382
313	384
350	375
380	376
418	384
450	377
484	382
10	421
56	424
76	422
120	418
154	425
179	426
220	419
254	419
291	426
311	415
351	422
386	410
412	420
440	423
484	425
24	448
47	443
87	456
109	455
150	446
188	459
223	459
255	446
283	458
322	454
345	452
378	441
409	454
444	440
483	442
17	479
47	488
75	479
111	476
158	490
190	492
224	485
241	478
280	484
324	480
346	480
375	478
409	492
459	489
486	486
168	210
490	104
387	302
17	176
233	396
170	163
192	107
76	127
149	410
20	169
207	161
73	399
423	4
356	182
310	425
352	409
211	384
361	314
79	101
168	57
446	36
87	426
373	153
142	253
357	387
