62	19
92	10
133	26
168	25
204	18
238	12
266	25
311	21
346	22
380	26
408	21
455	20
13	62
44	51
85	44
124	63
164	44
191	51
228	61
268	47
314	44
343	60
383	59
402	61
440	57
472	58
11	80
47	84
95	88
126	99
159	88
205	96
230	96
277	85
302	89
340	99
367	90
412	85
446	79
492	85
13	123
60	122
98	127
133	121
153	122
187	131
235	121
270	115
312	117
336	132
383	126
405	127
439	120
491	124
22	169
63	153
78	159
117	152
150	151
204	156
231	151
264	162
311	163
347	153
378	151
402	159
456	164
482	158
9	200
52	196
87	195
129	206
168	206
193	198
240	196
260	197
313	199
331	192
370	192
408	198
448	206
476	204
7	227
53	227
91	234
134	230
168	231
199	231
240	231
273	229
310	226
332	229
370	223
414	232
441	235
480	225
9	267
61	266
94	268
134	266
152	269
204	273
234	267
273	271
307	268
337	271
382	276
403	260
450	261
492	259
20	304
49	310
78	301
122	302
162	301
201	295
230	302
259	296
303	294
339	307
380	305
421	296
452	306
485	304
13	349
60	342
87	341
135	337
158	334
195	338
227	331
276	336
312	340
339	349
364	343
414	329
448	349
487	336
25	373
56	379
95	374
116	373
156	384
186	366
225	364
271	382
297	365
335	371
369	372
415	374
436	381
491	385
28	405
42	418
92	400
124	411
167	415
193	421
226	418
262	421
312	417
338	410
372	404
416	413
437	405
475	407
28	443
52	453
88	453
134	453
152	445
193	457
229	449
262	456
314	441
331	444
368	441
418	454
446	447
490	451
63	487
86	477
130	473
161	492
194	482
222	480
272	488
295	491
346	488
372	480
405	482
440	485
445	20
36	335
136	33
205	319
37	471
33	30
471	101
467	464
