500.0 500.0
49.0	59.0	10641.0577	0.0530
138.0	98.0	10614.3183	0.0619
83.0	304.0	10711.5085	0.0295
83.0	378.0	10681.7129	0.0394
75.0	493.0	10764.9933	0.0117
55.0	507.0	10746.8677	0.0177
53.0	698.0	10639.5168	0.0535
111.0	828.0	10563.8694	0.0787
98.0	868.0	10662.7594	0.0457
60.0	957.0	10610.6337	0.0631
155.0	47.0	10521.4774	0.0928
157.0	134.0	10628.8853	0.0570
145.0	324.0	10492.3781	0.1025
265.0	325.0	10186.7472	0.2044
146.0	483.0	7136.4529	1.2212
235.0	535.0	10610.1428	0.0633
112.0	580.0	10141.5876	0.2195
148.0	779.0	10611.3075	0.0629
197.0	787.0	10335.3720	0.1549
88.0	939.0	10707.4751	0.0308
366.0	0.0	10622.0258	0.0593
279.0	142.0	10262.2930	0.1792
159.0	236.0	9652.0813	0.3826
157.0	307.0	10763.0478	0.0123
158.0	388.0	9845.7297	0.3181
268.0	554.0	8800.9592	0.6663
343.0	685.0	9312.1847	0.4959
278.0	726.0	10253.0970	0.1823
269.0	872.0	10567.7348	0.0774
293.0	965.0	10535.8933	0.0880
414.0	29.0	10554.4014	0.0819
326.0	172.0	10741.1353	0.0196
362.0	323.0	10741.8545	0.0194
367.0	385.0	10695.2207	0.0349
336.0	409.0	10712.0727	0.0293
369.0	582.0	6114.5606	1.2771
453.0	653.0	9330.5263	0.4898
273.0	733.0	10758.8969	0.0137
337.0	817.0	10099.7692	0.2334
392.0	973.0	10759.7052	0.0134
501.0	22.0	10651.8540	0.0494
414.0	154.0	10635.4173	0.0549
423.0	186.0	9447.0628	0.4510
443.0	315.0	10650.7120	0.0498
593.0	378.0	10534.5238	0.0885
467.0	530.0	10776.4051	0.0079
375.0	596.0	10510.6945	0.0964
491.0	813.0	10640.3350	0.0532
416.0	891.0	10615.9899	0.0613
493.0	953.0	10607.4160	0.0642
541.0	109.0	7811.5809	0.9961
638.0	148.0	10409.1109	0.1303
440.0	296.0	10711.7649	0.0294
639.0	286.0	6030.4407	1.0180
619.0	411.0	10569.9363	0.0767
497.0	515.0	10043.5557	0.2521
499.0	558.0	10771.3917	0.0095
503.0	752.0	10233.8148	0.1887
580.0	875.0	10572.9668	0.0757
577.0	929.0	10595.2456	0.0683
616.0	18.0	10644.9974	0.0517
630.0	182.0	10729.3704	0.0235
658.0	201.0	9890.9597	0.3030
630.0	419.0	6412.5221	1.1563
601.0	423.0	6368.3059	1.0473
716.0	542.0	6396.0570	1.2904
590.0	645.0	8078.8080	0.9071
667.0	752.0	9900.2713	0.2999
617.0	869.0	10497.0426	0.1010
697.0	988.0	10587.7483	0.0708
748.0	17.0	10712.0808	0.0293
741.0	128.0	9346.9183	0.4844
718.0	263.0	10225.7650	0.1914
738.0	365.0	10544.7738	0.0851
740.0	492.0	10515.7319	0.0948
756.0	582.0	10269.2168	0.1769
711.0	596.0	10650.3545	0.0499
715.0	718.0	10589.1793	0.0703
706.0	852.0	10721.4831	0.0262
624.0	888.0	10600.0478	0.0667
867.0	130.0	10669.2720	0.0436
826.0	124.0	10525.3963	0.0915
925.0	305.0	10718.6152	0.0271
902.0	335.0	10762.9621	0.0123
898.0	412.0	9576.0069	0.4080
894.0	568.0	9092.4953	0.5692
810.0	619.0	9773.2467	0.3423
893.0	703.0	9989.1548	0.2703
872.0	814.0	10332.3598	0.1559
902.0	996.0	10624.5053	0.0585
984.0	19.0	10742.0292	0.0193
976.0	117.0	10275.3293	0.1749
881.0	237.0	10668.5509	0.0438
976.0	339.0	10723.4087	0.0255
909.0	448.0	10685.8359	0.0381
917.0	500.0	10765.4798	0.0115
922.0	772.0	10761.7904	0.0127
981.0	699.0	10495.1078	0.1016
943.0	867.0	10672.5313	0.0425
943.0	916.0	10677.1296	0.0410
