500.0 500.0
294.0	491.0	10712.8969	0.0290
279.0	558.0	10599.0975	0.0670
365.0	586.0	10349.0915	0.1503
341.0	692.0	10308.2641	0.1639
310.0	273.0	10513.3904	0.0955
267.0	535.0	10579.1573	0.0736
261.0	580.0	10490.9433	0.1030
291.0	720.0	10536.3445	0.0879
430.0	282.0	10486.2544	0.1046
484.0	465.0	10659.5630	0.0468
454.0	632.0	10603.7493	0.0654
430.0	657.0	10498.6609	0.1004
440.0	360.0	10237.0030	0.1877
404.0	494.0	10087.2779	0.2376
481.0	610.0	10709.8343	0.0301
388.0	630.0	10661.9054	0.0460
542.0	343.0	10631.7624	0.0561
518.0	439.0	10345.1401	0.1516
591.0	421.0	10686.1568	0.0379
286.0	402.0	10562.8628	0.0790
290.0	519.0	10696.8019	0.0344
255.0	610.0	10505.1094	0.0983
268.0	741.0	10752.4014	0.0159
530.0	677.0	10669.8113	0.0434
478.0	736.0	10537.4679	0.0875
604.0	351.0	10668.7399	0.0438
359.0	274.0	10670.2649	0.0432
354.0	309.0	10728.8362	0.0237
387.0	529.0	10551.4527	0.0828
418.0	570.0	10360.3585	0.1465
394.0	726.0	10507.7576	0.0974
647.0	638.0	10456.3315	0.1146
685.0	624.0	10520.1276	0.0933
264.0	263.0	10584.1702	0.0719
262.0	414.0	10577.8858	0.0740
439.0	368.0	10030.2138	0.2566
396.0	466.0	10468.3814	0.1105
481.0	596.0	10545.1836	0.0849
442.0	749.0	10478.7811	0.1071
723.0	596.0	10661.4155	0.0462
745.0	731.0	10625.3025	0.0582
400.0	318.0	10552.8147	0.0824
327.0	392.0	10479.4185	0.1069
599.0	305.0	10495.7046	0.1014
691.0	375.0	10475.2862	0.1082
664.0	504.0	10465.2086	0.1116
561.0	462.0	10399.8628	0.1334
641.0	599.0	10146.4452	0.2179
380.0	530.0	10518.9257	0.0937
251.0	619.0	10505.3325	0.0982
513.0	355.0	10572.5419	0.0758
508.0	588.0	10346.3996	0.1512
660.0	367.0	10461.4699	0.1128
556.0	349.0	10620.9990	0.0597
741.0	570.0	10674.5777	0.0418
673.0	666.0	10691.3737	0.0362
488.0	660.0	10518.9675	0.0937
582.0	716.0	10558.3617	0.0805
557.0	396.0	10540.4335	0.0865
691.0	436.0	10642.8465	0.0524
651.0	459.0	10147.0810	0.2176
548.0	554.0	10248.5277	0.1838
562.0	370.0	10330.1818	0.1566
634.0	555.0	10057.2715	0.2476
552.0	555.0	10760.6889	0.0131
593.0	729.0	10665.6746	0.0448
673.0	347.0	10662.2135	0.0459
616.0	373.0	10548.1816	0.0839
670.0	531.0	10656.3209	0.0479
697.0	652.0	10700.0507	0.0333
732.0	267.0	10494.9776	0.1017
747.0	380.0	10662.9741	0.0457
641.0	500.0	10106.9831	0.2310
655.0	520.0	10488.2705	0.1039
650.0	724.0	10667.2959	0.0442
