53	25
75	23
115	26
143	11
177	12
247	20
286	15
325	18
422	26
447	15
24	43
52	55
90	53
112	53
143	56
192	48
222	52
243	44
289	58
315	56
342	52
376	54
422	59
447	57
474	53
18	86
50	77
80	73
117	81
156	74
176	87
214	89
241	83
282	81
322	80
352	90
388	84
407	75
452	76
490	86
13	126
55	118
89	116
108	121
157	122
181	122
226	121
249	121
279	112
325	120
348	114
390	107
407	111
448	108
492	115
22	143
44	157
80	156
107	150
153	157
180	145
215	153
248	140
284	158
318	140
356	154
387	159
418	149
454	146
482	150
12	188
55	186
73	187
117	184
147	175
178	192
226	182
240	186
284	187
322	190
350	175
389	181
413	178
443	189
478	187
22	208
48	217
93	225
124	220
140	221
181	224
220	215
249	219
292	214
316	208
354	224
388	224
411	213
456	224
480	217
14	243
57	255
76	245
107	254
153	241
189	246
223	256
254	257
287	241
322	243
356	258
378	241
413	247
455	258
487	240
23	274
47	281
83	289
117	285
150	281
180	287
215	291
241	276
274	291
318	291
343	276
387	286
413	282
450	279
492	283
26	311
47	326
82	318
115	314
146	306
183	309
219	312
251	308
286	325
312	308
357	315
382	323
424	317
453	310
482	325
7	344
49	340
88	345
117	347
153	356
183	353
217	340
252	349
273	357
324	352
352	348
378	348
413	350
451	342
487	356
21	379
51	383
75	375
123	382
146	380
180	377
215	389
258	384
279	390
324	392
343	393
374	373
419	373
456	385
492	392
23	419
43	420
92	414
115	426
147	415
174	410
212	420
241	420
273	422
318	419
356	416
392	418
409	420
448	420
482	417
20	450
48	457
80	453
119	453
152	440
181	458
218	457
259	454
287	449
325	447
351	456
380	442
423	448
454	444
478	449
59	491
83	490
111	476
146	485
175	481
207	492
242	486
321	478
359	486
385	474
425	486
450	483
31	101
469	27
385	30
473	467
398	390
71	416
212	22
363	24
