16	12
40	10
77	21
107	18
127	22
169	20
183	12
226	19
243	16
284	20
307	16
329	22
372	8
388	18
423	8
459	13
484	17
8	39
44	49
74	37
111	47
136	42
163	48
194	36
225	49
249	39
271	52
316	52
334	47
360	37
401	35
428	45
449	50
492	41
16	79
36	65
69	81
104	65
127	64
162	69
183	77
218	68
257	66
281	78
304	72
338	72
359	71
405	73
431	71
457	80
479	69
9	108
38	106
77	102
100	111
131	110
162	111
199	100
215	103
257	103
283	100
310	101
338	96
374	105
389	107
421	97
459	99
486	98
23	127
51	135
65	131
95	134
140	129
167	132
192	135
215	131
241	127
280	127
304	135
332	124
369	132
404	140
430	126
452	126
490	128
15	165
46	162
70	161
100	155
126	157
167	152
185	156
212	164
246	170
283	160
317	168
337	170
373	159
400	154
428	169
450	167
492	162
21	197
45	194
80	191
100	189
138	182
165	185
196	188
214	186
257	195
280	197
313	198
330	192
369	186
395	186
429	189
460	188
481	187
19	217
42	218
74	224
103	216
125	228
164	216
188	220
225	219
257	226
287	217
301	212
340	217
374	217
388	224
423	228
454	220
478	219
14	249
41	254
70	244
100	246
131	255
163	254
197	243
222	258
249	255
276	248
304	245
342	248
373	241
393	255
428	251
462	251
483	245
22	286
43	271
65	283
105	282
138	275
166	286
196	283
217	270
241	280
272	287
303	285
330	271
364	276
388	279
421	284
462	285
490	277
6	317
41	310
72	312
104	311
133	316
158	314
182	301
216	304
251	300
272	315
311	309
346	315
366	302
399	309
418	315
447	317
493	306
22	344
39	342
74	334
98	337
132	334
153	333
191	333
220	342
245	332
274	346
306	333
340	333
364	332
405	344
433	341
461	339
478	345
11	361
49	368
70	364
98	370
129	365
155	372
183	361
218	375
253	374
272	359
308	371
331	372
375	359
396	370
424	369
453	374
478	360
13	393
41	405
75	405
111	398
138	405
153	403
197	390
216	389
256	405
284	402
312	395
336	398
364	401
392	400
434	399
453	396
477	388
15	430
44	425
71	431
106	427
139	426
153	422
196	431
217	424
241	424
276	427
311	429
338	432
369	427
394	434
435	423
455	424
477	417
15	449
43	461
71	449
106	450
135	450
166	450
197	456
217	461
248	457
282	461
301	454
345	458
361	464
392	455
426	453
460	456
489	447
20	488
51	485
67	492
111	478
127	484
167	482
184	478
212	485
258	483
276	487
300	488
345	492
376	485
405	493
429	482
453	478
490	489
428	10
89	175
239	156
208	289
188	277
218	420
476	319
140	320
438	225
424	153
464	167
