500.0 500.0
578.0	569.0	10503.8954	0.0987
567.0	486.0	10765.5601	0.0115
622.0	406.0	10515.2469	0.0949
487.0	493.0	10781.3613	0.0062
579.0	587.0	10691.1956	0.0363
573.0	375.0	10568.5691	0.0771
656.0	574.0	10579.6382	0.0735
648.0	575.0	10385.1192	0.1383
642.0	620.0	10126.3667	0.2245
434.0	437.0	10666.2034	0.0446
702.0	669.0	10475.6675	0.1081
381.0	507.0	10685.1245	0.0383
601.0	550.0	10711.4908	0.0295
332.0	603.0	10622.8061	0.0591
649.0	739.0	10685.7495	0.0381
525.0	520.0	10778.2859	0.0072
494.0	537.0	10776.6858	0.0078
630.0	672.0	10537.3009	0.0876
408.0	573.0	10556.5597	0.0811
330.0	582.0	10650.7825	0.0497
691.0	628.0	10656.0591	0.0480
729.0	660.0	10687.1134	0.0376
287.0	668.0	10528.9088	0.0904
695.0	517.0	10584.4434	0.0719
478.0	488.0	10779.8968	0.0067
648.0	369.0	10529.2483	0.0903
480.0	501.0	10669.0547	0.0436
420.0	536.0	10672.8130	0.0424
535.0	507.0	10777.1877	0.0076
519.0	635.0	10619.5358	0.0602
453.0	543.0	10560.4787	0.0798
400.0	534.0	10721.3824	0.0262
306.0	502.0	10530.5620	0.0898
292.0	540.0	10508.3821	0.0972
480.0	521.0	10778.2014	0.0073
383.0	732.0	10736.2450	0.0213
606.0	554.0	10687.0279	0.0377
595.0	473.0	10738.8637	0.0204
378.0	566.0	10604.7195	0.0651
527.0	627.0	10652.8570	0.0490
363.0	510.0	10614.3480	0.0619
425.0	643.0	10224.5038	0.1918
298.0	608.0	10594.6720	0.0684
499.0	305.0	10651.1465	0.0496
511.0	434.0	10625.0926	0.0583
432.0	279.0	10498.8525	0.1004
554.0	540.0	10626.2801	0.0579
429.0	464.0	10683.6003	0.0388
597.0	456.0	10722.5465	0.0258
526.0	512.0	10489.6518	0.1034
