500.0 500.0
117.0	151.0	10722.1992	0.0259
127.0	111.0	10577.3073	0.0742
94.0	109.0	10574.0472	0.0753
119.0	96.0	10703.5239	0.0322
28.0	295.0	10742.4042	0.0192
108.0	268.0	9811.0345	0.3297
132.0	327.0	9358.7949	0.4804
19.0	276.0	10710.4373	0.0299
108.0	548.0	10764.8655	0.0117
105.0	499.0	10781.1144	0.0063
141.0	528.0	10579.8741	0.0734
73.0	463.0	10230.8823	0.1897
181.0	718.0	9399.8100	0.4667
64.0	723.0	10333.4669	0.1555
60.0	760.0	10695.7162	0.0348
108.0	685.0	10771.9574	0.0093
39.0	941.0	10771.8463	0.0094
83.0	877.0	9928.8993	0.2904
123.0	957.0	10767.2328	0.0109
147.0	929.0	10771.1608	0.0096
243.0	71.0	10529.9675	0.0900
373.0	106.0	9967.3492	0.2776
287.0	86.0	10767.9021	0.0107
399.0	58.0	10647.3655	0.0509
358.0	311.0	8685.6348	0.7048
341.0	263.0	10607.3317	0.0642
266.0	250.0	10381.9995	0.1393
290.0	319.0	10475.7049	0.1081
306.0	639.0	10785.7919	0.0047
290.0	614.0	10781.1321	0.0063
326.0	522.0	10667.5297	0.0442
328.0	509.0	10611.3420	0.0629
298.0	696.0	10417.2692	0.1276
296.0	703.0	10618.2018	0.0606
280.0	606.0	10729.0624	0.0236
313.0	660.0	7688.4227	1.0372
338.0	871.0	10556.6546	0.0811
308.0	935.0	10775.8896	0.0080
299.0	848.0	10614.5969	0.0618
335.0	950.0	10655.5889	0.0481
380.0	77.0	10599.2496	0.0669
522.0	100.0	10783.7733	0.0054
521.0	139.0	8885.1358	0.6383
506.0	100.0	10783.0810	0.0056
493.0	275.0	9352.5340	0.4825
546.0	306.0	10779.6454	0.0068
573.0	359.0	6245.7920	1.0460
558.0	287.0	10310.4083	0.1632
545.0	521.0	10338.9641	0.1537
562.0	538.0	8628.7834	0.7237
486.0	456.0	10782.4268	0.0059
487.0	527.0	10786.0571	0.0046
496.0	762.0	10775.3778	0.0082
539.0	771.0	9367.4777	0.4775
501.0	695.0	6350.9504	1.1862
443.0	737.0	9860.5857	0.3131
508.0	854.0	10324.8078	0.1584
473.0	902.0	10640.1601	0.0533
443.0	956.0	10715.5844	0.0281
468.0	895.0	10156.1252	0.2146
695.0	98.0	10607.2984	0.0642
676.0	113.0	10613.1395	0.0623
783.0	54.0	10739.1070	0.0203
696.0	125.0	10493.8662	0.1020
746.0	228.0	10773.4392	0.0089
682.0	266.0	9781.2231	0.3396
700.0	398.0	9572.0749	0.4093
733.0	246.0	10366.8837	0.1444
679.0	442.0	10603.3789	0.0655
702.0	541.0	8870.0884	0.6433
717.0	428.0	10319.3598	0.1602
669.0	469.0	10671.9529	0.0427
754.0	757.0	9879.1064	0.3070
655.0	661.0	6068.6453	1.2904
657.0	716.0	10734.7423	0.0218
671.0	787.0	10329.5485	0.1568
746.0	885.0	10709.1726	0.0303
654.0	865.0	10627.7357	0.0574
631.0	922.0	10659.9894	0.0467
707.0	881.0	10753.6227	0.0155
990.0	211.0	10584.7486	0.0718
957.0	88.0	10650.2070	0.0499
895.0	67.0	10711.7964	0.0294
852.0	183.0	10405.0682	0.1316
864.0	385.0	10607.1290	0.0643
871.0	315.0	10682.5098	0.0392
773.0	290.0	10036.4035	0.2545
837.0	271.0	10594.0661	0.0686
978.0	500.0	10731.6889	0.0228
865.0	514.0	10728.1049	0.0240
925.0	582.0	10733.3531	0.0222
814.0	552.0	10190.8983	0.2030
819.0	709.0	10579.2040	0.0736
884.0	738.0	10136.0697	0.2213
950.0	634.0	10575.1723	0.0749
893.0	635.0	10731.5807	0.0228
904.0	866.0	10690.1196	0.0366
915.0	841.0	10577.9301	0.0740
941.0	910.0	10773.5318	0.0088
919.0	902.0	10778.6118	0.0071
